Gene,GO_ID,GO_term
AT1G62210,GO:0008150,biological_process
AT1G62220,GO:0010192,mucilage biosynthetic process
AT1G62220,GO:0010214,seed coat development
AT1G62225,GO:0008150,biological_process
AT1G62240,GO:0008150,biological_process
AT1G62250,GO:0008150,biological_process
AT1G62260,GO:0009451,RNA modification
AT1G62260,GO:0016554,cytidine to uridine editing
AT1G62262,GO:0006873,intracellular monoatomic ion homeostasis
AT1G62262,GO:0055085,transmembrane transport
AT1G62262,GO:0098656,monoatomic anion transmembrane transport
AT1G62270,GO:0008150,biological_process
AT1G62280,GO:0006821,chloride transport
AT1G62280,GO:0006873,intracellular monoatomic ion homeostasis
AT1G62280,GO:0009414,response to water deprivation
AT1G62280,GO:0009651,response to salt stress
AT1G62280,GO:0055085,transmembrane transport
AT1G62280,GO:0098656,monoatomic anion transmembrane transport
AT1G62290,GO:0006508,proteolysis
AT1G62290,GO:0006629,lipid metabolic process
AT1G62290,GO:0071484,cellular response to light intensity
AT1G62300,GO:0006355,regulation of DNA-templated transcription
AT1G62300,GO:0016036,cellular response to phosphate starvation
AT1G62300,GO:0045892,negative regulation of DNA-templated transcription
AT1G62300,GO:0080169,cellular response to boron-containing substance deprivation
AT1G62305,,
AT1G62310,GO:0006357,regulation of transcription by RNA polymerase II
AT1G62310,GO:0040029,epigenetic regulation of gene expression
AT1G62310,GO:2000039,regulation of trichome morphogenesis
AT1G62320,GO:0008150,biological_process
AT1G62320,GO:0098655,monoatomic cation transmembrane transport
AT1G62330,GO:0070592,cell wall polysaccharide biosynthetic process
AT1G62333,GO:0008150,biological_process
AT1G62340,GO:0006508,proteolysis
AT1G62340,GO:0090558,plant epidermis development
AT1G62350,GO:0008150,biological_process
AT1G62355,,
AT1G62360,GO:0006355,regulation of DNA-templated transcription
AT1G62360,GO:0006357,regulation of transcription by RNA polymerase II
AT1G62360,GO:0009691,cytokinin biosynthetic process
AT1G62360,GO:0009934,regulation of meristem structural organization
AT1G62360,GO:0010497,plasmodesmata-mediated intercellular transport
AT1G62360,GO:0010582,floral meristem determinacy
AT1G62360,GO:0019827,stem cell population maintenance
AT1G62360,GO:0048440,carpel development
AT1G62370,,
AT1G62380,GO:0009693,ethylene biosynthetic process
AT1G62380,GO:0009727,detection of ethylene stimulus
AT1G62380,GO:0010030,positive regulation of seed germination
AT1G62380,GO:0071398,cellular response to fatty acid
AT1G62380,GO:0071732,cellular response to nitric oxide
AT1G62390,,
AT1G62400,GO:0006468,protein phosphorylation
AT1G62400,GO:0007165,signal transduction
AT1G62400,GO:0010119,regulation of stomatal movement
AT1G62400,GO:0046777,protein autophosphorylation
AT1G62400,GO:0071244,cellular response to carbon dioxide
AT1G62400,GO:0090333,regulation of stomatal closure
AT1G62400,GO:2000030,regulation of response to red or far red light
AT1G62410,,
AT1G62420,GO:0007584,response to nutrient
AT1G62421,,
AT1G62422,,
AT1G62430,GO:0008654,phospholipid biosynthetic process
AT1G62430,GO:0016024,CDP-diacylglycerol biosynthetic process
AT1G62430,GO:0080186,developmental vegetative growth
AT1G62430,GO:0140042,lipid droplet formation
AT1G62440,GO:0009826,unidimensional cell growth
AT1G62450,GO:0007266,Rho protein signal transduction
AT1G62480,GO:0009416,response to light stimulus
AT1G62480,GO:0009646,response to absence of light
AT1G62480,GO:0009744,response to sucrose
AT1G62480,GO:0010038,response to metal ion
AT1G62480,GO:0010555,response to mannitol
AT1G62480,GO:0043617,cellular response to sucrose starvation
AT1G62480,GO:0051592,response to calcium ion
AT1G62480,GO:0071370,cellular response to gibberellin stimulus
AT1G62480,GO:0072708,response to sorbitol
AT1G62480,GO:1902074,response to salt
AT1G62490,GO:0009658,chloroplast organization
AT1G62500,,
AT1G62510,,
AT1G62515,,
AT1G62520,,
AT1G62530,GO:0008150,biological_process
AT1G62540,GO:0019761,glucosinolate biosynthetic process
AT1G62560,GO:0019761,glucosinolate biosynthetic process
AT1G62570,GO:0019761,glucosinolate biosynthetic process
AT1G62580,GO:0006182,cGMP biosynthetic process
AT1G62580,GO:0090332,stomatal closure
AT1G62590,GO:0008150,biological_process
AT1G62600,,
AT1G62610,,
AT1G62620,GO:0008150,biological_process
AT1G62630,GO:0098542,defense response to other organism
AT1G62640,GO:0006633,fatty acid biosynthetic process
AT1G62640,GO:0030497,fatty acid elongation
AT1G62660,GO:0005975,carbohydrate metabolic process
AT1G62660,GO:0005985,sucrose metabolic process
AT1G62660,GO:0009414,response to water deprivation
AT1G62660,GO:0009617,response to bacterium
AT1G62660,GO:0009651,response to salt stress
AT1G62660,GO:0009737,response to abscisic acid
AT1G62660,GO:0071370,cellular response to gibberellin stimulus
AT1G62670,GO:0000966,RNA 5'-end processing
AT1G62680,GO:0008150,biological_process
AT1G62690,GO:0008150,biological_process
AT1G62700,GO:0006355,regulation of DNA-templated transcription
AT1G62700,GO:0048759,xylem vessel member cell differentiation
AT1G62700,GO:1901348,positive regulation of secondary cell wall biogenesis
AT1G62710,GO:0006508,proteolysis
AT1G62710,GO:0006624,vacuolar protein processing
AT1G62710,GO:0030163,protein catabolic process
AT1G62720,GO:0009845,seed germination
AT1G62730,GO:0032981,mitochondrial respiratory chain complex I assembly
AT1G62740,GO:0046686,response to cadmium ion
AT1G62740,GO:0051131,chaperone-mediated protein complex assembly
AT1G62750,GO:0006414,translational elongation
AT1G62750,GO:0009658,chloroplast organization
AT1G62750,GO:0009791,post-embryonic development
AT1G62750,GO:0009845,seed germination
AT1G62750,GO:0032790,ribosome disassembly
AT1G62760,GO:0009827,plant-type cell wall modification
AT1G62760,GO:0071669,plant-type cell wall organization or biogenesis
AT1G62770,GO:0009827,plant-type cell wall modification
AT1G62780,,
AT1G62790,,
AT1G62800,GO:0006103,2-oxoglutarate metabolic process
AT1G62800,GO:0006520,amino acid metabolic process
AT1G62800,GO:0006531,aspartate metabolic process
AT1G62800,GO:0006536,glutamate metabolic process
AT1G62810,GO:0002237,response to molecule of bacterial origin
AT1G62810,GO:0006809,nitric oxide biosynthetic process
AT1G62810,GO:0009308,amine metabolic process
AT1G62810,GO:0009414,response to water deprivation
AT1G62810,GO:0009447,putrescine catabolic process
AT1G62810,GO:0009611,response to wounding
AT1G62810,GO:0009733,response to auxin
AT1G62810,GO:0009737,response to abscisic acid
AT1G62810,GO:0009738,abscisic acid-activated signaling pathway
AT1G62810,GO:0009751,response to salicylic acid
AT1G62810,GO:0009753,response to jasmonic acid
AT1G62810,GO:1904585,response to putrescine
AT1G62820,GO:0071548,response to dexamethasone
AT1G62830,GO:0006338,chromatin remodeling
AT1G62830,GO:0045892,negative regulation of DNA-templated transcription
AT1G62830,GO:0048364,root development
AT1G62840,,
AT1G62850,GO:0006415,translational termination
AT1G62870,,
AT1G62880,GO:0006995,cellular response to nitrogen starvation
AT1G62880,GO:0016192,vesicle-mediated transport
AT1G62886,GO:0006289,nucleotide-excision repair
AT1G62886,GO:0006294,"nucleotide-excision repair, preincision complex assembly"
AT1G62886,GO:0006366,transcription by RNA polymerase II
AT1G62886,GO:0006367,transcription initiation at RNA polymerase II promoter
AT1G62895,GO:0008150,biological_process
AT1G62900,GO:0032259,methylation
AT1G62910,GO:0090617,mitochondrial mRNA 5'-end processing
AT1G62914,GO:0008150,biological_process
AT1G62915,GO:0008150,biological_process
AT1G62920,GO:0043248,proteasome assembly
AT1G62930,GO:0006397,mRNA processing
AT1G62935,GO:0008150,biological_process
AT1G62940,GO:0001676,long-chain fatty acid metabolic process
AT1G62940,GO:0009555,pollen development
AT1G62940,GO:0046949,fatty-acyl-CoA biosynthetic process
AT1G62940,GO:0080110,sporopollenin biosynthetic process
AT1G62950,,
AT1G62960,GO:0006520,amino acid metabolic process
AT1G62970,GO:0045893,positive regulation of DNA-templated transcription
AT1G62970,GO:0045944,positive regulation of transcription by RNA polymerase II
AT1G62970,GO:0080188,gene silencing by siRNA-directed DNA methylation
AT1G62975,GO:0006355,regulation of DNA-templated transcription
AT1G62975,GO:0006357,regulation of transcription by RNA polymerase II
AT1G62978,GO:0008150,biological_process
AT1G62980,GO:0009664,plant-type cell wall organization
AT1G62980,GO:0009826,unidimensional cell growth
AT1G62980,GO:0009828,plant-type cell wall loosening
AT1G62981,,
AT1G62990,GO:0006355,regulation of DNA-templated transcription
AT1G62990,GO:0006357,regulation of transcription by RNA polymerase II
AT1G62990,GO:0010089,xylem development
AT1G62990,GO:0010192,mucilage biosynthetic process
AT1G62990,GO:0010214,seed coat development
AT1G62990,GO:0045892,negative regulation of DNA-templated transcription
AT1G62990,GO:0080001,mucilage extrusion from seed coat
AT1G62990,GO:0080112,seed growth
AT1G62990,GO:2000652,regulation of secondary cell wall biogenesis
AT1G63000,GO:0010253,UDP-rhamnose biosynthetic process
AT1G63000,GO:0019305,dTDP-rhamnose biosynthetic process
AT1G63005,,
AT1G63010,GO:0006817,phosphate ion transport
AT1G63010,GO:0055062,phosphate ion homeostasis
AT1G63010,GO:0055085,transmembrane transport
AT1G63010,GO:1905011,transmembrane phosphate ion transport from cytosol to vacuole
AT1G63020,GO:0006351,DNA-templated transcription
AT1G63020,GO:0010495,siRNA-mediated long-distance post-transcriptional gene silencing
AT1G63020,GO:0030422,siRNA processing
AT1G63020,GO:0031047,regulatory ncRNA-mediated gene silencing
AT1G63030,GO:0006355,regulation of DNA-templated transcription
AT1G63030,GO:0010371,regulation of gibberellin biosynthetic process
AT1G63030,GO:0048510,regulation of timing of transition from vegetative to reproductive phase
AT1G63050,GO:0006641,triglyceride metabolic process
AT1G63050,GO:0008654,phospholipid biosynthetic process
AT1G63050,GO:0019375,galactolipid biosynthetic process
AT1G63050,GO:0019432,triglyceride biosynthetic process
AT1G63050,GO:0030258,lipid modification
AT1G63050,GO:0045017,glycerolipid biosynthetic process
AT1G63055,GO:0008150,biological_process
AT1G63057,GO:0008150,biological_process
AT1G63060,GO:0008150,biological_process
AT1G63070,GO:0008150,biological_process
AT1G63080,,
AT1G63090,GO:0016567,protein ubiquitination
AT1G63090,GO:0071456,cellular response to hypoxia
AT1G63100,GO:0006355,regulation of DNA-templated transcription
AT1G63100,GO:0007346,regulation of mitotic cell cycle
AT1G63100,GO:0010468,regulation of gene expression
AT1G63100,GO:0032875,regulation of DNA endoreduplication
AT1G63100,GO:1900459,positive regulation of brassinosteroid mediated signaling pathway
AT1G63105,GO:0008150,biological_process
AT1G63110,GO:0006506,GPI anchor biosynthetic process
AT1G63110,GO:0016255,attachment of GPI anchor to protein
AT1G63120,GO:0006508,proteolysis
AT1G63130,,
AT1G63140,,
AT1G63150,GO:0008150,biological_process
AT1G63160,GO:0006260,DNA replication
AT1G63160,GO:0006261,DNA-templated DNA replication
AT1G63160,GO:0006281,DNA repair
AT1G63170,GO:0006511,ubiquitin-dependent protein catabolic process
AT1G63170,GO:0016567,protein ubiquitination
AT1G63180,GO:0005996,monosaccharide metabolic process
AT1G63180,GO:0006012,galactose metabolic process
AT1G63180,GO:0009555,pollen development
AT1G63180,GO:0033358,UDP-L-arabinose biosynthetic process
AT1G63180,GO:0045227,capsule polysaccharide biosynthetic process
AT1G63190,GO:0008150,biological_process
AT1G63200,GO:0008150,biological_process
AT1G63205,GO:0008150,biological_process
AT1G63206,GO:0008150,biological_process
AT1G63210,GO:0006368,transcription elongation by RNA polymerase II
AT1G63210,GO:0009793,embryo development ending in seed dormancy
AT1G63210,GO:0034728,nucleosome organization
AT1G63210,GO:0140673,transcription elongation-coupled chromatin remodeling
AT1G63220,,
AT1G63230,GO:0008150,biological_process
AT1G63240,,
AT1G63245,GO:0010078,maintenance of root meristem identity
AT1G63245,GO:0010088,phloem development
AT1G63245,GO:0016036,cellular response to phosphate starvation
AT1G63245,GO:0045168,cell-cell signaling involved in cell fate commitment
AT1G63245,GO:0045595,regulation of cell differentiation
AT1G63245,GO:1900055,regulation of leaf senescence
AT1G63245,GO:2000377,regulation of reactive oxygen species metabolic process
AT1G63250,GO:0009409,response to cold
AT1G63260,GO:0009734,auxin-activated signaling pathway
AT1G63270,GO:0017004,cytochrome complex assembly
AT1G63270,GO:0035351,heme transmembrane transport
AT1G63270,GO:0055085,transmembrane transport
AT1G63270,GO:1903607,cytochrome c biosynthetic process
AT1G63280,GO:0008150,biological_process
AT1G63290,GO:0005975,carbohydrate metabolic process
AT1G63290,GO:0006098,pentose-phosphate shunt
AT1G63290,GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
AT1G63295,,
AT1G63300,,
AT1G63310,GO:0008150,biological_process
AT1G63320,GO:0008150,biological_process
AT1G63330,GO:0008150,biological_process
AT1G63340,GO:0008150,biological_process
AT1G63350,GO:0098542,defense response to other organism
AT1G63360,GO:0098542,defense response to other organism
AT1G63370,GO:0008150,biological_process
AT1G63380,,
AT1G63390,,
AT1G63400,GO:0008150,biological_process
AT1G63410,GO:0008150,biological_process
AT1G63420,,
AT1G63430,,
AT1G63440,GO:0006812,monoatomic cation transport
AT1G63440,GO:0010273,detoxification of copper ion
AT1G63440,GO:0035434,copper ion transmembrane transport
AT1G63440,GO:0046688,response to copper ion
AT1G63440,GO:0055085,transmembrane transport
AT1G63440,GO:0071280,cellular response to copper ion
AT1G63440,GO:0098655,monoatomic cation transmembrane transport
AT1G63450,GO:0000271,polysaccharide biosynthetic process
AT1G63450,GO:0009101,glycoprotein biosynthetic process
AT1G63450,GO:0042546,cell wall biogenesis
AT1G63450,GO:0048767,root hair elongation
AT1G63460,GO:0006979,response to oxidative stress
AT1G63460,GO:0034599,cellular response to oxidative stress
AT1G63460,GO:0098869,cellular oxidant detoxification
AT1G63470,GO:0006355,regulation of DNA-templated transcription
AT1G63470,GO:0008150,biological_process
AT1G63480,GO:0006355,regulation of DNA-templated transcription
AT1G63490,GO:0006338,chromatin remodeling
AT1G63490,GO:0006355,regulation of DNA-templated transcription
AT1G63490,GO:0009414,response to water deprivation
AT1G63490,GO:0009737,response to abscisic acid
AT1G63490,GO:0009738,abscisic acid-activated signaling pathway
AT1G63490,GO:0010468,regulation of gene expression
AT1G63490,GO:0045814,"negative regulation of gene expression, epigenetic"
AT1G63490,GO:0048589,developmental growth
AT1G63490,GO:0090333,regulation of stomatal closure
AT1G63490,GO:0099402,plant organ development
AT1G63490,GO:1900056,negative regulation of leaf senescence
AT1G63500,GO:0009742,brassinosteroid mediated signaling pathway
AT1G63510,,
AT1G63520,GO:0008150,biological_process
AT1G63522,GO:0008150,biological_process
AT1G63530,GO:0009860,pollen tube growth
AT1G63535,GO:0008150,biological_process
AT1G63540,GO:0000973,post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
AT1G63540,GO:0006405,RNA export from nucleus
AT1G63540,GO:0006606,protein import into nucleus
AT1G63540,GO:0034398,telomere tethering at nuclear periphery
AT1G63550,GO:0008150,biological_process
AT1G63570,GO:0008150,biological_process
AT1G63580,,
AT1G63590,GO:0008150,biological_process
AT1G63600,GO:0008150,biological_process
AT1G63610,,
AT1G63615,GO:0008150,biological_process
AT1G63630,GO:0008150,biological_process
AT1G63640,GO:0007017,microtubule-based process
AT1G63640,GO:0007018,microtubule-based movement
AT1G63650,GO:0006355,regulation of DNA-templated transcription
AT1G63650,GO:0009867,jasmonic acid mediated signaling pathway
AT1G63650,GO:0010026,trichome differentiation
AT1G63650,GO:0090628,plant epidermal cell fate specification
AT1G63660,GO:0006164,purine nucleotide biosynthetic process
AT1G63660,GO:0006177,GMP biosynthetic process
AT1G63660,GO:0006541,L-glutamine metabolic process
AT1G63660,GO:0046037,GMP metabolic process
AT1G63670,,
AT1G63680,GO:0008360,regulation of cell shape
AT1G63680,GO:0009658,chloroplast organization
AT1G63680,GO:0010020,chloroplast fission
AT1G63680,GO:0051301,cell division
AT1G63690,GO:0033619,membrane protein proteolysis
AT1G63700,GO:0000165,MAPK cascade
AT1G63700,GO:0010098,suspensor development
AT1G63700,GO:0010103,stomatal complex morphogenesis
